,Planet Name,Host Name,Orbital Period,Discovery Method,Semi-Major Axis (AU),Eccentricity,Radius (R_earth),Mass or Mass * sin(i) (M_earth),Stellar Mass (M_sun)
4792,TOI-1136 e,TOI-1136,18.7992,Transit,,0.057,2.639,7.46,1.02
4793,TOI-1136 f,TOI-1136,26.3162,Transit,,0.012,3.88,14.3,1.02
4794,TOI-1136 g,TOI-1136,39.5387,Transit,,0.036,2.53,6.94,1.02
4801,TOI-1246 b,TOI-1246,4.30744,Transit,0.049,,3.01,8.1,0.87
4802,TOI-1246 c,TOI-1246,5.904144,Transit,0.061,,2.51,8.8,0.87
4803,TOI-1246 d,TOI-1246,18.6559,Transit,0.131,,3.51,5.3,0.87
4804,TOI-1246 e,TOI-1246,37.9216,Transit,0.211,,3.78,14.8,0.87
4805,TOI-125 b,TOI-125,4.65382,Transit,0.05186,0.194,2.726,9.5,0.86
4806,TOI-125 c,TOI-125,9.15059,Transit,0.0814,0.066,2.759,6.63,0.86
4807,TOI-125 d,TOI-125,19.98,Transit,0.137,0.168,2.93,13.6,0.86
4809,TOI-1260 b,TOI-1260,3.127463,Transit,0.0367,0.0,2.41,8.56,0.68
4810,TOI-1260 c,TOI-1260,7.493134,Transit,0.0657,0.0,2.76,13.2,0.68
4811,TOI-1260 d,TOI-1260,16.608164,Transit,0.1116,0.0,3.12,11.84,0.68
4855,TOI-1749 b,TOI-1749,2.38839,Transit,0.0291,0.14,1.39,57.0,0.58
4856,TOI-1749 c,TOI-1749,4.4929,Transit,0.0443,0.019,2.12,14.0,0.58
4857,TOI-1749 d,TOI-1749,9.0497,Transit,0.0707,0.062,2.52,15.0,0.58
4859,TOI-178 b,TOI-178,1.914558,Transit,0.02607,,1.152,1.5,0.65
4860,TOI-178 c,TOI-178,3.23845,Transit,0.037,,1.669,4.77,0.65
4861,TOI-178 d,TOI-178,6.5577,Transit,0.0592,,2.572,3.01,0.65
4862,TOI-178 e,TOI-178,9.961881,Transit,0.0783,,2.207,3.86,0.65
4863,TOI-178 f,TOI-178,15.231915,Transit,0.1039,,2.287,7.72,0.65
4864,TOI-178 g,TOI-178,20.7095,Transit,0.1275,,2.87,3.94,0.65
4876,TOI-2076 b,TOI-2076,10.35509,Transit,0.0682,,2.518,6.89,0.82
4877,TOI-2076 c,TOI-2076,21.01538,Transit,0.1093,,3.497,12.0,0.82
4878,TOI-2076 d,TOI-2076,35.12537,Transit,0.1539,,3.232,10.5,0.82
4911,TOI-270 b,TOI-270,3.3601538,Transit,0.03197,0.034,1.206,1.58,0.39
4912,TOI-270 c,TOI-270,5.6605731,Transit,0.04526,0.027,2.355,6.15,0.39
4913,TOI-270 d,TOI-270,11.379573,Transit,0.0721,0.032,2.133,4.78,0.39
4928,TOI-431 b,TOI-431,0.490047,Transit,0.0113,0.0,1.28,3.07,0.78
4929,TOI-431 c,TOI-431,4.8494,Radial Velocity,0.052,0.0,1.49,2.83,0.78
4930,TOI-431 d,TOI-431,12.46103,Transit,0.098,0.0,3.29,9.9,0.78
4935,TOI-451 b,TOI-451,1.858703,Transit,0.0283,0.0,1.91,4.31,0.95
4936,TOI-451 c,TOI-451,9.192522,Transit,0.0823,0.0,3.1,9.8,0.95
4937,TOI-451 d,TOI-451,16.364988,Transit,0.1208,0.0,4.07,15.6,0.95
4941,TOI-500 b,TOI-500,0.548177,Transit,0.01189,0.063,1.166,1.42,0.74
4942,TOI-500 c,TOI-500,6.6356,Radial Velocity,,0.072,2.09,5.03,0.74
4943,TOI-500 d,TOI-500,26.233,Radial Velocity,,0.016,6.35,33.12,0.74
4944,TOI-500 e,TOI-500,61.3,Radial Velocity,,0.073,3.99,15.05,0.74
4957,TOI-561 b,TOI-561,0.446578,Transit,0.01055,0.0,1.423,1.59,0.79
4958,TOI-561 c,TOI-561,10.779,Transit,0.08809,0.06,2.878,5.4,0.79
4959,TOI-561 d,TOI-561,25.62,Transit,0.1569,0.051,2.53,11.95,0.79
4960,TOI-561 e,TOI-561,77.23,Transit,0.3274,0.061,2.67,16.0,0.79
4961,TOI-561 f,TOI-561,16.287,Transit,0.1174,0.0,2.32,3.0,0.81
4968,TOI-700 b,TOI-700,9.977219,Transit,0.0677,0.075,0.914,0.704,0.42
4969,TOI-700 c,TOI-700,16.051137,Transit,0.0929,0.068,2.6,7.27,0.42
4970,TOI-700 d,TOI-700,37.42396,Transit,0.1633,0.042,1.073,1.25,0.42
4971,TOI-700 e,TOI-700,27.80978,Transit,0.134,0.059,0.953,0.818,0.42
4972,TOI-712 b,TOI-712,9.531361,Transit,0.07928,0.54,2.049,4.85,0.73
4973,TOI-712 c,TOI-712,51.69906,Transit,0.2447,0.089,2.701,7.76,0.73
4974,TOI-712 d,TOI-712,84.8396,Transit,0.3405,0.073,2.474,6.68,0.73
4991,TRAPPIST-1 b,TRAPPIST-1,1.510826,Transit,0.01154,0.00622,1.116,1.374,0.09
4992,TRAPPIST-1 c,TRAPPIST-1,2.421937,Transit,0.0158,0.00654,1.097,1.308,0.09
4993,TRAPPIST-1 d,TRAPPIST-1,4.049219,Transit,0.02227,0.00837,0.788,0.388,0.09
4994,TRAPPIST-1 e,TRAPPIST-1,6.101013,Transit,0.02925,0.0051,0.92,0.692,0.09
4995,TRAPPIST-1 f,TRAPPIST-1,9.20754,Transit,0.03849,0.01007,1.045,1.039,0.09
4996,TRAPPIST-1 g,TRAPPIST-1,12.352446,Transit,0.04683,0.00208,1.129,1.321,0.09
4997,TRAPPIST-1 h,TRAPPIST-1,18.772866,Transit,0.06189,0.00567,0.755,0.326,0.09
5021,V1298 Tau b,V1298 Tau,24.1396,Transit,0.1688,0.29,10.27,74.9,1.1
5022,V1298 Tau c,V1298 Tau,8.24958,Transit,0.0825,0.43,5.59,26.7,1.1
5023,V1298 Tau d,V1298 Tau,12.4032,Transit,0.1083,0.21,6.41,33.6,1.1
5024,V1298 Tau e,V1298 Tau,60.0,Transit,0.308,0.57,8.74,57.0,1.1
5143,WASP-47 b,WASP-47,4.1591492,Transit,0.052,0.0028,12.64,363.6,1.04
5144,WASP-47 c,WASP-47,588.8,Radial Velocity,1.393,0.295,13.5,500.0,1.04
5145,WASP-47 d,WASP-47,9.03055,Transit,0.085,0.01,3.567,14.2,1.04
5146,WASP-47 e,WASP-47,0.7895933,Transit,0.01673,0.03,1.808,6.77,1.04
5211,Wolf 1061 b,Wolf 1061,4.8869,Radial Velocity,0.0375,0.15,1.21,1.91,0.29
5212,Wolf 1061 c,Wolf 1061,17.8719,Radial Velocity,0.089,0.11,1.66,3.41,0.29
5213,Wolf 1061 d,Wolf 1061,217.21,Radial Velocity,0.47,0.55,2.69,7.7,0.29
5225,YZ Cet b,YZ Cet,2.02087,Radial Velocity,0.01634,0.06,0.913,0.7,0.14
5226,YZ Cet c,YZ Cet,3.05989,Radial Velocity,0.02156,0.0,1.05,1.14,0.14
5227,YZ Cet d,YZ Cet,4.65626,Radial Velocity,0.02851,0.07,1.03,1.09,0.14
5256,pi Men c,HD 39091,6.26790772,Transit,0.068647,0.076939,2.06,3.63,1.1
5257,pi Men d,HD 39091,124.64,Radial Velocity,,0.22,3.72,13.38,1.07
5262,tau Cet e,tau Cet,162.87,Radial Velocity,0.538,0.18,1.81,3.93,0.78
5263,tau Cet f,tau Cet,636.13,Radial Velocity,1.334,0.16,1.81,3.93,0.78
5264,tau Cet g,tau Cet,20.0,Radial Velocity,0.133,0.06,1.18,1.75,0.78
5265,tau Cet h,tau Cet,49.41,Radial Velocity,0.243,0.23,1.19,1.83,0.78
5267,ups And b,ups And,4.617033,Radial Velocity,0.059222,0.0215,14.0,218.531,1.3
5268,ups And c,ups And,241.258,Radial Velocity,0.827774,0.2596,12.3,4443.24113,1.3
5269,ups And d,ups And,1276.46,Radial Velocity,2.51329,0.2987,12.5,3257.74117,1.3
